entry_ts,equity
2024-01-16 17:25:00+00:00,0.9997693710811325
2024-01-18 14:05:00+00:00,1.0006088637752462
2024-01-19 14:40:00+00:00,1.0021088794477135
2024-01-24 11:00:00+00:00,1.0012002906188902
2024-01-26 14:35:00+00:00,1.0038146747992012
2024-02-01 08:45:00+00:00,1.003040408649945
2024-02-02 13:15:00+00:00,1.0050525740465723
2024-02-05 11:30:00+00:00,1.0044413847382647
2024-02-05 12:00:00+00:00,1.0037588885174333
2024-02-05 16:35:00+00:00,1.004804671771766
2024-02-07 12:55:00+00:00,1.004297289612046
2024-02-07 16:50:00+00:00,1.003765667873972
2024-02-07 19:30:00+00:00,1.0033248342142178
2024-02-08 15:30:00+00:00,1.00471333277677
2024-02-09 13:45:00+00:00,1.0050864336734182
2024-02-14 14:10:00+00:00,1.0041750157854454
2024-02-15 13:00:00+00:00,1.0034947348996122
2024-02-16 12:25:00+00:00,1.0028901943432087
2024-02-23 13:15:00+00:00,1.0047310063843893
2024-02-23 15:55:00+00:00,1.004380883106852
2024-03-01 14:30:00+00:00,1.0030702479230562
2024-03-01 15:15:00+00:00,1.0049236644215345
2024-03-08 14:45:00+00:00,1.0074909970837718
2024-03-14 14:45:00+00:00,1.006252129971407
2024-03-14 15:40:00+00:00,1.0075144921784247
2024-03-15 15:45:00+00:00,1.0077183791693802
2024-03-21 13:00:00+00:00,1.006138935622103
2024-03-21 13:35:00+00:00,1.004780470695494
2024-03-21 14:20:00+00:00,1.0032943976554127
2024-03-21 15:40:00+00:00,1.0029088635953773
2024-03-26 14:30:00+00:00,1.001856137406627
2024-03-28 14:55:00+00:00,1.0026003629171472
2024-04-02 10:25:00+00:00,1.0020520675524642
2024-04-04 08:55:00+00:00,1.0029568065953343
2024-04-04 12:50:00+00:00,1.002287782768082
2024-04-10 06:25:00+00:00,1.0018425528899948
2024-04-10 13:55:00+00:00,1.0003305434850218
2024-04-12 13:20:00+00:00,0.9992954525459474
2024-04-12 14:45:00+00:00,1.0016156210090712
2024-04-12 17:50:00+00:00,1.001008446102318
2024-04-12 19:15:00+00:00,1.0004714455235881
2024-04-19 11:15:00+00:00,0.9993932300441933
2024-04-19 12:30:00+00:00,1.0018998414380587
2024-04-26 12:35:00+00:00,1.0057982233247045
2024-04-26 15:05:00+00:00,1.0036690188665984
2024-05-03 11:35:00+00:00,1.0029860279594547
2024-05-03 12:20:00+00:00,1.0021489473551737
2024-05-03 13:55:00+00:00,0.999878742044514
2024-05-15 12:30:00+00:00,0.9982252485440155
2024-05-17 13:50:00+00:00,0.9975753336195876
2024-05-17 14:40:00+00:00,0.9968953377370469
2024-05-17 15:35:00+00:00,0.9960666983113986
2024-05-23 13:55:00+00:00,0.9958965789146146
2024-05-28 12:05:00+00:00,0.9952122806108786
2024-06-06 12:25:00+00:00,0.9942817568036632
2024-06-06 12:35:00+00:00,0.9940033897317618
2024-06-12 14:20:00+00:00,0.9946000837385071
2024-06-13 12:40:00+00:00,0.9961418651580921
2024-06-18 12:25:00+00:00,0.9977406552964525
2024-06-20 11:45:00+00:00,0.9968768275435649
2024-06-21 11:10:00+00:00,0.9961671411987959
2024-06-21 12:40:00+00:00,0.9955296339993316
2024-06-25 14:00:00+00:00,0.9945441692629925
