ts,open,high,low,close,ret1,ret3,ret6,atr_rel,body_rel,vol_log1p,footprint_raw,footprint_z,fh,fl,cross_up,cross_dn,in_bull_fvg,in_bear_fvg,fvg_width,htf_ret1,htf_atr_rel,htf_vol_log1p,htf_sweep_long,htf_sweep_short,htf_in_bull_fvg,htf_in_bear_fvg,htf_fvg_width,htf_age_long,htf_age_short,htf_long_bias,htf_short_bias,long_setup,short_setup,long_ret,short_ret,long_hold_bars,short_hold_bars,y
2024-01-02 05:10:00+00:00,20.7037,20.7175,20.6999,20.716700000000003,0.0006134080370943096,0.0009590831455028592,0.0008188504692085985,0.000417282856625615,1.503807451301278,0.09293463161116985,-0.0034499998291721,0.7031473844338145,0,0,1,0,0,0,0.00022687010962168093,0.0023554308989048867,0.001844406833256097,0.8568591378392764,0,0,0,0,0.00022245681011881667,1000000000.0,14.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 05:15:00+00:00,20.716900000000003,20.7192,20.70945,20.7112,-0.00026548629849354466,0.0006256567584215222,0.0006522463848639415,0.0004245091506886008,-0.6483097257704395,0.07820101133127295,-0.0136199997650692,-0.23884661509302008,0,0,0,0,0,0,0.00023417281470899305,0.0023554308989048867,0.001844406833256097,0.8568591378392764,0,0,0,0,0.00022245681011881667,1000000000.0,15.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 05:20:00+00:00,20.7114,20.71515,20.7093,20.714,0.00013519255282146148,0.0004829984544048038,0.0010382981479051256,0.0004055138907104596,0.309530636399424,0.0360618822642891,0.0011999999551335,1.22181305972805,0,0,0,0,0,0,0.0002341411605677753,0.0023554308989048867,0.001844406833256097,0.8568591378392764,0,0,0,0,0.00022245681011881667,1000000000.0,16.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 05:25:00+00:00,20.7143,20.7176,20.7125,20.716,9.655305590428043e-05,-3.378916526286524e-05,0.0009252615736210501,0.0003842363117664225,0.21357214724788712,0.03467192067040151,0.0007199999818112,1.067799385777098,1,0,0,0,0,0,0.000234118555705778,0.0023554308989048867,0.001844406833256097,0.8568591378392764,0,0,0,0,0.00022245681011881667,1000000000.0,17.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 05:30:00+00:00,20.7159,20.7195,20.7093,20.717435,6.927012936852606e-05,0.0003010448453009129,0.0009268899544645492,0.0003986269299238152,0.18586848538826425,0.11135351952465455,0.0127699995064176,1.9497640192736134,0,1,0,0,0,0,0.00023410233940644186,0.0023554308989048867,0.001844406833256097,0.8568591378392764,0,0,0,0,0.00022245681011881667,1000000000.0,18.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:00:00+00:00,20.7711,20.7782,20.765465,20.765615,-0.0002544425133239603,-0.0007691900527390105,-6.909984807668135e-05,0.0006307886293531637,-0.4187434028621978,0.11627968177367103,-0.0182299994485219,-1.1593556121698203,0,0,0,0,0,0,0.00042931548138600055,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,0.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:05:00+00:00,20.765515,20.7706,20.761115,20.768500000000003,0.00013893159436895175,-0.0006592179846214297,-0.0008082635324001552,0.0006075010382898253,0.23658770968768444,0.12593637092456975,-0.0045699995825998,-0.5790432149423793,0,0,0,0,1,0,0.00042925584418717543,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,1.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:10:00+00:00,20.768700000000003,20.768700000000003,20.7465,20.7502,-0.0008811421142597142,-0.0009965865706349497,-0.001616643732137546,0.0006696144585863914,-1.3314492544730472,0.18834504223329845,-0.0092899999144719,-0.7000778283081467,0,0,0,0,0,0,0.000429634413162348,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,2.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:15:00+00:00,20.75035,20.754,20.73585,20.737,-0.0006361384468583919,-0.0013779991587055118,-0.002146129268198904,0.0006974015566419891,-0.9231078104983335,0.141959523348711,-0.0109799998463131,-0.8493617013558915,0,0,0,1,0,0,0.000343106524569539,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,3.0,0,1,False,True,0.0,0.0008728359936344132,1,15,2
2024-01-02 10:20:00+00:00,20.7367,20.752935,20.73585,20.747100000000003,0.00048705212904498474,-0.001030406625418312,-0.0016889453474607796,0.0007139189221340348,0.7021453856954638,0.18276312303496345,-0.0135299998655682,-0.929564601999482,0,0,0,0,0,0,0.00034293949515828856,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,4.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:25:00+00:00,20.747,20.7544,20.7462,20.74715,2.409975369932482e-06,-0.00014698653506950432,-0.001143426620897503,0.0006714262424872428,0.010767986456740365,0.12445406542010884,-0.0272899992996826,-1.5380229862255237,0,0,0,0,0,0,0.00034293866868454365,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,5.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:30:00+00:00,20.7477,20.7622,20.74655,20.7573,0.0004892238211031685,0.000978926556396864,-0.00040042156227970693,0.0006821450849216091,0.6779905125977488,0.1490921903774042,-0.0060400002257665,-0.34299326746025444,0,0,0,0,0,1,0.0003427709769574333,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,6.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:35:00+00:00,20.7576,20.7584,20.74455,20.75095,-0.0003059164727590158,0.00018556810349390496,-0.0008450297325277578,0.0006803652273788741,-0.47102239032397586,0.14961756063344847,-0.0586699987179599,-2.5668920125530414,0,0,0,0,0,0,0.0003428758683336681,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,7.0,0,1,False,False,0.0,0.0,1,1,0
2024-01-02 10:40:00+00:00,20.750065,20.75715,20.748800000000003,20.7571,0.0002963719733313219,0.0004795839428548554,0.00033252691540330837,0.0006431114256358923,0.5270007080813253,0.12159796897749761,-0.0297599991172319,-1.0939106985328353,1,0,0,0,0,1,0.00034277427964400273,-0.00047903557380757356,0.001895647671096245,1.1293807009836885,0,1,0,0,0.0011047182330288,1000000000.0,8.0,0,1,False,False,0.0,0.0,1,1,0
