ts,symbol,side,cash_flow,cash_balance
2024-05-28 16:15:00+00:00,GBPUSD,sell,1.2775,1.301115954643853
2024-05-28 18:30:00+00:00,GBPUSD,buy,-1.2756811476058216,0.02543480703803147
2024-05-28 20:00:00+00:00,GBPUSD,sell,1.276165,1.3015998070380315
2024-05-29 00:05:00+00:00,GBPUSD,buy,-1.2755018716960096,0.026097935342021872
2024-05-29 01:05:00+00:00,GBPUSD,buy,-1.27561,-1.249512064657978
2024-05-29 01:35:00+00:00,GBPUSD,sell,1.2752050614184416,0.02569299676046355
2024-05-29 02:45:00+00:00,GBPUSD,sell,1.27516,1.3008529967604636
2024-05-29 06:30:00+00:00,GBPUSD,buy,-1.2757527230354249,0.025100273725038758
2024-05-29 08:00:00+00:00,GBPUSD,sell,1.276095,1.3011952737250387
2024-05-29 10:30:00+00:00,GBPUSD,buy,-1.274637012911186,0.02655826081385282
2024-05-29 11:00:00+00:00,GBPUSD,sell,1.274395,1.3009532608138528
2024-05-29 14:30:00+00:00,GBPUSD,buy,-1.2716871551955042,0.029266105618348526
2024-05-29 15:05:00+00:00,GBPUSD,sell,1.271005,1.3002711056183485
2024-05-29 21:05:00+00:00,GBPUSD,buy,-1.27023,0.030041105618348496
2024-05-29 21:45:00+00:00,GBPUSD,buy,-1.2703600000000002,-1.2403188943816517
2024-05-29 22:00:00+00:00,GBPUSD,sell,1.2700663896501774,0.029747495268525714
2024-05-30 01:00:00+00:00,GBPUSD,buy,-1.269675,-1.2399275047314744
2024-05-30 04:45:00+00:00,GBPUSD,sell,1.2690137107107748,0.02908620597930045
2024-05-30 04:50:00+00:00,GBPUSD,buy,-1.269515,-1.2404287940206995
2024-05-30 05:10:00+00:00,GBPUSD,sell,1.2692893007001969,0.028860506679497355
2024-05-30 05:30:00+00:00,GBPUSD,sell,1.26889,1.2977505066794974
2024-05-30 07:05:00+00:00,GBPUSD,buy,-1.2695828005799537,0.028167706099543777
2024-05-30 07:35:00+00:00,GBPUSD,sell,1.2696200000000002,1.297787706099544
2024-05-30 07:50:00+00:00,GBPUSD,buy,-1.2704556956248811,0.027332010474662827
2024-05-30 08:35:00+00:00,GBPUSD,buy,-1.27041,-1.2430779895253372
2024-05-30 10:40:00+00:00,GBPUSD,sell,1.2721752711666805,0.029097281641343287
2024-05-30 11:25:00+00:00,GBPUSD,buy,-1.271755,-1.2426577183586567
2024-05-30 11:55:00+00:00,GBPUSD,sell,1.2709656063609882,0.028307888002331527
2024-05-30 12:30:00+00:00,GBPUSD,buy,-1.272365,-1.2440571119976684
2024-05-30 18:30:00+00:00,GBPUSD,sell,1.273815,0.02975788800233148
2024-05-30 21:00:00+00:00,GBPUSD,buy,-1.273385,-1.2436271119976685
2024-05-30 21:15:00+00:00,GBPUSD,sell,1.2731147257835655,0.029487613785897038
2024-05-30 21:55:00+00:00,GBPUSD,buy,-1.2733599999999998,-1.2438723862141028
2024-05-30 23:05:00+00:00,GBPUSD,sell,1.272991384568461,0.029118998354358272
2024-05-31 00:30:00+00:00,GBPUSD,buy,-1.27312,-1.2440010016456418
2024-05-31 01:10:00+00:00,GBPUSD,sell,1.2727759156025753,0.028774913956933545
2024-05-31 03:50:00+00:00,GBPUSD,buy,-1.27222,-1.2434450860430664
2024-05-31 04:15:00+00:00,GBPUSD,sell,1.2719252781849264,0.02848019214186004
2024-05-31 09:25:00+00:00,GBPUSD,buy,-1.27162,-1.24313980785814
2024-05-31 09:35:00+00:00,GBPUSD,sell,1.272039366647589,0.028899558789449165
2024-05-31 12:30:00+00:00,GBPUSD,buy,-1.272905,-1.2440054412105508
2024-05-31 14:05:00+00:00,GBPUSD,sell,1.2764988147214509,0.03249337351090009
2024-05-31 14:20:00+00:00,GBPUSD,sell,1.27546,1.3079533735109001
2024-05-31 15:00:00+00:00,GBPUSD,buy,-1.272893283702926,0.03506008980797404
2024-05-31 16:30:00+00:00,GBPUSD,buy,-1.272945,-1.237884910192026
2024-06-02 22:30:00+00:00,GBPUSD,sell,1.274425,0.03654008980797396
2024-06-03 02:05:00+00:00,GBPUSD,sell,1.27471,1.311250089807974
2024-06-03 06:10:00+00:00,GBPUSD,buy,-1.2734064449839126,0.03784364482406133
2024-06-03 06:35:00+00:00,GBPUSD,buy,-1.27381,-1.2359663551759388
2024-06-03 07:10:00+00:00,GBPUSD,sell,1.2730612575395934,0.03709490236365465
2024-06-03 12:20:00+00:00,GBPUSD,buy,-1.27335,-1.2362550976363453
2024-06-03 14:00:00+00:00,GBPUSD,sell,1.2748233558589062,0.038568258222560825
2024-06-03 15:05:00+00:00,GBPUSD,buy,-1.278365,-1.2397967417774391
2024-06-03 21:05:00+00:00,GBPUSD,sell,1.280545,0.040748258222560896
2024-06-04 01:35:00+00:00,GBPUSD,sell,1.280635,1.3213832582225609
2024-06-04 03:15:00+00:00,GBPUSD,buy,-1.2809887321113085,0.04039452611125238
2024-06-04 04:05:00+00:00,GBPUSD,buy,-1.281145,-1.2407504738887476
