,equity
2024-05-22 08:00:00+00:00,1.0016555787012518
2024-06-03 12:00:00+00:00,1.001915574477227
2024-06-03 13:25:00+00:00,1.0031782494850547
2024-06-05 08:30:00+00:00,1.0030050924706908
2024-06-05 12:05:00+00:00,1.003039867749432
2024-06-05 16:30:00+00:00,1.0031218968913806
2024-06-07 12:00:00+00:00,1.0018048471515077
2024-06-07 12:45:00+00:00,1.0021434716677033
2024-06-10 12:05:00+00:00,1.0010093762721675
2024-06-10 13:35:00+00:00,1.000269727128605
2024-06-11 12:20:00+00:00,0.9990721642779418
2024-06-19 12:50:00+00:00,0.9989587486139951
2024-06-19 13:00:00+00:00,0.9991515753124474
