,equity
2024-05-23 14:50:00+00:00,1.0016568043565617
2024-05-24 08:00:00+00:00,1.0012214978325877
2024-05-24 13:45:00+00:00,1.0002550031704636
2024-05-24 16:05:00+00:00,0.999312813810088
2024-05-24 16:30:00+00:00,0.9997435544886077
2024-05-27 07:00:00+00:00,0.9992441213408773
2024-05-27 07:25:00+00:00,0.9992422894539544
2024-05-27 08:05:00+00:00,0.999323359881015
2024-05-27 08:40:00+00:00,1.0002699147906597
2024-05-27 09:55:00+00:00,0.9979574312449399
2024-05-27 14:15:00+00:00,0.9982773937311891
2024-05-28 12:00:00+00:00,0.9995087301747241
2024-05-28 15:45:00+00:00,0.9974849073882245
2024-05-29 06:05:00+00:00,0.9980255548918537
2024-05-29 07:25:00+00:00,0.9989612815301582
2024-05-29 08:30:00+00:00,0.9970835776474144
2024-05-29 12:30:00+00:00,0.9991348620860816
2024-05-30 06:00:00+00:00,1.0000644927193139
2024-05-30 07:45:00+00:00,1.0010535566321626
2024-06-03 11:00:00+00:00,1.002612626182637
2024-06-03 14:00:00+00:00,1.004030857253491
2024-06-05 06:25:00+00:00,1.0036589764515005
2024-06-05 12:40:00+00:00,1.0025033367279972
2024-06-05 14:40:00+00:00,1.0036487812920614
2024-06-05 16:15:00+00:00,1.0045987811191863
2024-06-06 12:15:00+00:00,1.0042686394578029
2024-06-07 07:00:00+00:00,1.0044411420722332
2024-06-07 07:10:00+00:00,1.0035029411064833
2024-06-07 12:10:00+00:00,1.0025976045485279
2024-06-07 13:20:00+00:00,1.0053029504472146
2024-06-10 08:15:00+00:00,1.0036029013440557
2024-06-10 11:40:00+00:00,1.0022631128049442
2024-06-10 17:05:00+00:00,1.0012983067393988
2024-06-11 15:25:00+00:00,1.001858692200848
2024-06-11 16:10:00+00:00,1.0019615619908575
2024-06-12 06:00:00+00:00,1.0014627420126796
2024-06-12 06:45:00+00:00,1.0008849101151023
2024-06-12 17:35:00+00:00,0.99809002074628
2024-06-13 06:35:00+00:00,0.998430867192636
2024-06-13 07:10:00+00:00,0.9974229593490599
2024-06-13 10:30:00+00:00,0.9975235210020481
2024-06-13 10:55:00+00:00,0.9952817097273292
2024-06-14 10:00:00+00:00,0.995590547646875
2024-06-14 15:55:00+00:00,0.9960567850616525
2024-06-17 07:00:00+00:00,0.99648600069837
2024-06-17 07:25:00+00:00,0.9949697083448753
2024-06-17 08:00:00+00:00,0.9948961992951656
2024-06-17 09:00:00+00:00,0.9952406482153877
2024-06-18 06:00:00+00:00,0.9951065532779606
2024-06-18 06:15:00+00:00,0.9954363208989037
2024-06-18 06:50:00+00:00,0.9943699955137133
2024-06-18 08:10:00+00:00,0.9933505006096798
2024-06-18 09:00:00+00:00,0.992619071242458
2024-06-18 11:50:00+00:00,0.9935740822973638
2024-06-18 13:15:00+00:00,0.9935975110378344
2024-06-19 06:00:00+00:00,0.993111956226436
2024-06-19 09:45:00+00:00,0.9935331730596492
2024-06-19 10:25:00+00:00,0.9940003609799896
2024-06-20 11:00:00+00:00,0.9944825417208807
2024-06-21 06:15:00+00:00,0.9959443323437406
2024-06-21 09:05:00+00:00,0.9954982801856044
2024-06-24 14:10:00+00:00,0.9965644146809863
2024-06-25 06:00:00+00:00,0.9969915712582297
2024-06-25 07:25:00+00:00,0.9977450175957137
2024-06-26 11:35:00+00:00,0.997227923608592
2024-06-26 13:00:00+00:00,0.9966642896218144
2024-06-26 15:55:00+00:00,0.9965396003351531
2024-06-27 11:50:00+00:00,0.9957580899835834
2024-06-27 14:30:00+00:00,0.9946761493872798
2024-06-28 11:20:00+00:00,0.9938546733751646
2024-06-28 16:35:00+00:00,0.9930901636448842
2024-06-28 17:20:00+00:00,0.9926329553123112
