,equity
2024-05-22 18:10:00+00:00,1.0005540345255852
2024-05-23 07:05:00+00:00,0.9991494498654276
2024-05-23 07:30:00+00:00,0.999874036400798
2024-05-23 08:00:00+00:00,1.0016646020975613
2024-05-23 21:00:00+00:00,1.0019471159950817
2024-05-24 05:30:00+00:00,1.002405965754693
2024-05-24 06:15:00+00:00,1.0017569222519545
2024-05-24 08:00:00+00:00,1.0015219236025452
2024-05-24 13:45:00+00:00,1.0007554433194799
2024-05-24 16:05:00+00:00,1.00001293365859
2024-05-24 16:30:00+00:00,1.0006439787013173
2024-05-26 23:50:00+00:00,1.0006947142798637
2024-05-27 08:40:00+00:00,1.0018427070735192
2024-05-27 09:55:00+00:00,0.9997269559943694
2024-05-27 14:15:00+00:00,1.0002474312121876
2024-05-28 12:00:00+00:00,1.001681247106783
2024-05-28 13:55:00+00:00,1.0015890469220379
2024-05-28 19:15:00+00:00,1.0013837796160259
2024-05-29 06:00:00+00:00,1.0023670400138491
2024-05-29 07:20:00+00:00,1.003530366150749
2024-05-29 08:00:00+00:00,1.0022063741741505
2024-05-29 12:10:00+00:00,1.004634443469652
2024-05-29 23:35:00+00:00,1.0045479191159619
2024-05-30 04:50:00+00:00,1.0041478268581538
2024-05-30 05:30:00+00:00,1.0039910317733247
2024-05-30 06:00:00+00:00,1.0051259789660116
2024-05-30 07:45:00+00:00,1.006321073885207
2024-05-30 22:15:00+00:00,1.0068877274946135
2024-06-02 22:40:00+00:00,1.0067160880981652
2024-06-03 02:25:00+00:00,1.006850588384052
2024-06-03 02:45:00+00:00,1.0068876932785484
2024-06-03 03:15:00+00:00,1.0065027335446934
2024-06-03 14:00:00+00:00,1.0081277678569023
2024-06-05 04:20:00+00:00,1.0084150523914257
2024-06-05 05:40:00+00:00,1.0082667233405482
2024-06-05 05:55:00+00:00,1.007970152497592
2024-06-05 12:00:00+00:00,1.0086192413973907
2024-06-05 12:15:00+00:00,1.0089438903099044
2024-06-05 12:40:00+00:00,1.007983954173643
2024-06-05 14:00:00+00:00,1.0089112665846234
2024-06-05 16:15:00+00:00,1.0100680298499292
2024-06-06 12:15:00+00:00,1.0099381044333238
2024-06-06 19:10:00+00:00,1.0100122735808812
2024-06-07 08:25:00+00:00,1.009414037717966
2024-06-07 08:50:00+00:00,1.0103736140496824
2024-06-07 12:55:00+00:00,1.0129897246235264
2024-06-10 07:45:00+00:00,1.0115732519527483
2024-06-10 11:40:00+00:00,1.010425137815395
2024-06-10 16:30:00+00:00,1.0097863832775587
2024-06-11 05:05:00+00:00,1.009706681313069
2024-06-11 05:15:00+00:00,1.0095754111463486
2024-06-11 15:25:00+00:00,1.010342344044782
2024-06-11 16:30:00+00:00,1.0104129256222962
2024-06-11 16:40:00+00:00,1.0105681826790913
2024-06-12 04:05:00+00:00,1.010281201714382
2024-06-12 06:45:00+00:00,1.0099003379124876
2024-06-13 01:25:00+00:00,1.0105915930056601
2024-06-13 06:35:00+00:00,1.0111388270413142
2024-06-13 07:10:00+00:00,1.01032031838099
2024-06-13 10:30:00+00:00,1.010624244428403
2024-06-14 03:15:00+00:00,1.0113298003873168
2024-06-14 10:25:00+00:00,1.012365742081002
2024-06-16 23:20:00+00:00,1.0124745096254042
2024-06-17 07:00:00+00:00,1.0131132948049786
2024-06-17 07:25:00+00:00,1.0117743243647288
2024-06-17 08:00:00+00:00,1.0119019286432462
2024-06-17 14:20:00+00:00,1.0115585475866633
2024-06-17 23:00:00+00:00,1.0111298252617331
2024-06-18 00:20:00+00:00,1.0116242468534422
2024-06-18 01:05:00+00:00,1.0124963407852305
2024-06-18 09:35:00+00:00,1.0120288299052282
2024-06-18 12:20:00+00:00,1.0132569399791373
2024-06-18 12:30:00+00:00,1.015849344024475
2024-06-18 17:30:00+00:00,1.0161189644483424
2024-06-19 01:30:00+00:00,1.016488035542029
2024-06-19 01:50:00+00:00,1.016492767244743
2024-06-19 03:10:00+00:00,1.0160148274494285
2024-06-19 07:00:00+00:00,1.0150825517978879
2024-06-19 07:20:00+00:00,1.016374023482105
2024-06-19 09:45:00+00:00,1.017008381454059
2024-06-19 10:25:00+00:00,1.0176900097699666
2024-06-19 19:15:00+00:00,1.0174247778841041
2024-06-20 00:55:00+00:00,1.017298673284616
2024-06-20 04:10:00+00:00,1.0170098267161767
2024-06-20 11:00:00+00:00,1.017706571109742
2024-06-21 06:15:00+00:00,1.0194060400647817
2024-06-21 07:30:00+00:00,1.0183890833149174
2024-06-24 00:15:00+00:00,1.0180889405742322
2024-06-24 01:20:00+00:00,1.0188414752639972
2024-06-25 06:00:00+00:00,1.019481948734266
2024-06-25 07:25:00+00:00,1.0204562878865684
2024-06-26 03:15:00+00:00,1.0199608953209485
2024-06-26 13:00:00+00:00,1.0195884048201989
2024-06-27 08:30:00+00:00,1.020952983534522
2024-06-27 11:00:00+00:00,1.0206569285463012
2024-06-27 14:30:00+00:00,1.0197520655115775
2024-06-28 11:20:00+00:00,1.0191138303946068
2024-06-28 15:00:00+00:00,1.0184056582717596
2024-06-28 17:20:00+00:00,1.0181404760816866
