pair,n_trades,total_return,max_drawdown,win_rate,avg_trade,sharpe
XAUUSD,61,0.029184567816679552,-0.016118561827286118,0.4918032786885246,0.0004775952776828247,1.0755561871110415
EURUSD,70,0.006737847962346777,-0.012645539425125035,0.42857142857142855,9.671265081561613e-05,0.6445665812050743
GBPUSD,63,-0.0022096862287623864,-0.009000863214242599,0.3492063492063492,-3.424844202683662e-05,-0.20504961080088993
