entry_ts,equity
2024-01-02 13:45:00+00:00,1.000814304712825
2024-01-02 19:55:00+00:00,1.0002157475990825
2024-01-02 20:40:00+00:00,0.999571703682977
2024-01-03 01:15:00+00:00,0.999021573442628
2024-01-03 04:45:00+00:00,0.9994742399254882
2024-01-03 07:10:00+00:00,0.9981647841731205
2024-01-03 09:50:00+00:00,0.9972585199010375
2024-01-03 12:35:00+00:00,0.995447449293352
2024-01-03 14:10:00+00:00,0.9943806772882766
2024-01-03 21:45:00+00:00,0.9937955046923839
2024-01-04 03:10:00+00:00,0.9948570851072206
2024-01-04 08:45:00+00:00,0.9972574170198575
2024-01-04 10:40:00+00:00,1.0003500310259141
2024-01-04 17:05:00+00:00,0.9997792738710147
2024-01-04 21:05:00+00:00,0.9998448020884244
2024-01-05 11:45:00+00:00,0.9990224201646087
2024-01-05 13:50:00+00:00,1.007323713247122
2024-01-05 16:00:00+00:00,1.0089147926656141
2024-01-07 22:05:00+00:00,1.0084726831715378
2024-01-08 01:50:00+00:00,1.0096858070750803
2024-01-08 04:25:00+00:00,1.0103931067553549
2024-01-08 08:35:00+00:00,1.0118781013215061
2024-01-08 09:40:00+00:00,1.0133635433908743
2024-01-08 13:00:00+00:00,1.0127044953903352
2024-01-08 13:30:00+00:00,1.0144170784385207
2024-01-08 17:15:00+00:00,1.0151306786519219
2024-01-09 01:35:00+00:00,1.0143855039561118
2024-01-09 02:20:00+00:00,1.0131101261469555
2024-01-09 04:50:00+00:00,1.0125725036674955
2024-01-09 06:25:00+00:00,1.0119166211779935
2024-01-09 07:30:00+00:00,1.0112196985452324
2024-01-09 08:25:00+00:00,1.0115237142638729
2024-01-09 15:00:00+00:00,1.013463173055334
2024-01-09 16:30:00+00:00,1.0133977074678147
2024-01-10 01:15:00+00:00,1.0130386844874324
2024-01-10 01:35:00+00:00,1.0123773676234593
2024-01-10 03:20:00+00:00,1.0118249513689976
2024-01-10 04:35:00+00:00,1.0113439734523137
2024-01-10 07:15:00+00:00,1.0127692927556065
2024-01-10 10:30:00+00:00,1.0120321084742256
2024-01-10 13:55:00+00:00,1.0110751900702557
2024-01-10 16:35:00+00:00,1.010327324689151
2024-01-10 20:00:00+00:00,1.009775853287733
2024-01-10 20:20:00+00:00,1.0087941657911996
2024-01-11 00:30:00+00:00,1.0094299515895024
2024-01-11 02:10:00+00:00,1.0093171464381494
